,Unnamed: 0,AIN,TRA,Admin Region No,Common Area KY,Yr Sold to State,Recording Date,LAND Value,Improvement Value,GPP KY,Exmpt Claim Type KY,GPP Value,Fixture Value,Real Est Exmpt Value,PP Exmpt Value,Fixture Exmpt Value,Hmownr Exmpt Value,1st Owner Assee Name,1st Owner Name Overflow,2nd Owner Assee Name,Special Name Assee,SA KY,SA Date of Last Chng,SA Postal City Cde,SA House Number,SA Fraction,SA Direction,SA Unit,SA ZIP Cde,SA Street Name,SA City and State,MAO KY,MAO Date Of Last Chng,MAO Postal City Cde,MA House Number,MA Fraction,MA Direction,MA Unit,MA ZIP Cde,MA Street Name,MA City and State,LDLL Narative,LDLL Lot,LDLL Division,LDLL Region,LD Line1,LD Line2,LD Line3,LD Line4,LD Line 5,Zoning Code,Use Cde,Effective Yr,YR Built,Built SQ FT Main
8604,8604,4211022011,1508,28,0,0,20130109,3120707,13002949,ÿ,ÿ,0,0,0,0,0,0,AL US PLAYA VISTA SENIOR HOUSING,LP,,,D,20060522,0,5555,,S,,90094,PLAYA VISTA DR,PLAYA VISTA CA,F,20150120,0,8405,,,UNIT 100,22102,GREENSBORO DR,MCLEAN VA,12,,,,TR=49104-3 THAT POR IN TRA 1508 OF LOT,,,,,LAC2,7600,2005,2005,67127
14577,14577,4444023019,1653,07,0,0,20141009,69647,36408,,,0,0,0,0,0,0,"GOW,DAVID AND LAURA C",,,,,0,0,0,,,,0,,,E,0,0,0,,,,5830,PO BOX 451,DERBY LINE VT,TR=6915 LOT 136 AND POR LOT 238,,,,,,,,,,8800,1942,1925,840
15541,15541,5169033802,10716,27,0,0,20030102,159172,0,ÿ,ÿ,0,0,0,0,0,0,BURLINGTON NORTHERN AND SF RY CO,SBE 804-19-37F PAR 11,,,,0,0,0,,,,0,,,F,20040520,0,1700,,E,,60173,GOLF RD,SCHAUMBURG IL,"LOTS 1,2,4 TR=9734 AND LOT 1 TR=3038",,,,LAND SHOWN AS SBE 804-19-37F PAR 11 POR,,,,,VEM*,8800,0,0,0
15627,15627,5191023802,12704,27,0,0,20090717,0,0,ÿ,ÿ,0,0,0,0,0,0,UNION PACIFIC RAILROAD COMPANY,SBE 843-19-67C PAR 20,,C/O SBE 843-19-67C PAR 20,,0,0,0,,,,0,,,F,20100112,0,1400,,,MS 1640,68179,DOUGLAS ST,OMAHA NE,OF LOT A AND E 4 FT OF LOTS 7 AND 8,,,,UNION PACIFIC TR THAT POR S OF N 600 FT,,,,,LAM2,8800,0,0,0
17191,17191,5549013059,67,09,0,0,20070822,979665,585397,ÿ,ÿ,0,0,0,0,0,0,"MILLS,MICHAEL E",,,,,0,0,0,,,,0,,,E,0,0,0,,,,30603,PO BOX 1983,ATHENS GA,ARTS ALLIANCE TRACT,,,,LOT 138 TR=9408 AND POR LOT A THEATRE,,,,,LARE9,8800,1968,1959,2885
18767,18767,5870023023,15290,03,4,0,20100102,0,0,ÿ,ÿ,0,0,0,0,0,0,"COHEN,EMILIE G DECD EST OF",,,C/O BANK OF AMERICA ADM,,0,0,0,,,,0,,,F,20110524,0,3903,,,,77025,BELLAIRE BLVD,HOUSTON TX,LOT 3 IN SEC 27 T2N R13W,,,,FOR DESC SEE ASSESSOR'S MAPS POR OF,,,,,LFR115000*,8800,0,0,0
18768,18768,5870023024,15290,03,4,0,20100102,0,0,ÿ,ÿ,0,0,0,0,0,0,"COHEN,EMILIE G DECD EST OF",,,C/O BANK OF AMERICA ADM,,0,0,0,,,,0,,,F,20110524,0,3903,,,,77025,BELLAIRE BLVD,HOUSTON TX,LOT 3 IN SEC 27 T2N R13W,,,,FOR DESC SEE ASSESSOR'S MAPS POR OF,,,,,LFR115000*,8800,0,0,0
19921,19921,6304022819,864,27,0,0,19720000,0,0,ÿ,ÿ,0,0,0,0,0,0,L A JUNCTION RY CO,SBE 844-19-7U PAR 65,,PAR 63 SBE 844-19-73,,0,0,0,,,,0,,,F,20160614,0,2500,,,,76131,LOU MENK DR,FORT WORTHN TX,"844-19-7U POR LOTS 17,18 DIV 106 REG 48",,,,OM 3-28-31 THAT POR SHOWN AS PAR 65 SBE,,,,,VEM*,8800,0,0,0
19922,19922,6304022821,864,27,0,0,19720000,0,0,ÿ,ÿ,0,0,0,0,0,0,L A JUNCTION RY CO,SBE 844-19-7W PAR 68,,,,0,0,0,,,,0,,,F,20160614,0,2500,,,,76131,LOU MENK DR,FORT WORTH TX,PAR 68 POR LOTS 18-22 DIV 106 REG 48,,,,OM 3-28-31 POR SHOWN AS SBE 844-19-7W,,,,,VEM*,8800,0,0,0
20049,20049,6332002970,6314,27,0,0,20110425,0,0,ÿ,ÿ,0,0,0,0,0,0,U S POSTAL SERVICE,,,,,0,0,0,,,,0,,,E,0,0,0,,,,75266,PO BOX 667180,DALLAS TX,"93,94 AND 95",,,,"RO LAGUNA VAC STS,  POR OF LOTS",,,,,BLM*,8800,0,0,0
21044,21044,7318019046,1519,26,0,0,20061115,238802,0,ÿ,ÿ,0,0,0,0,0,0,PLAINS WEST COAST TERMINALS LLC,,,ATTN: LAND DEPARTMENT,,0,0,0,,,,0,,,F,20090902,0,333,,,STE 1600,77002,CLAY ST,HOUSTON TX,LINE OF LOT 9,,,,P.M 23-3 S 30 FT MEASURED A R/A TO S,,,,,LCM2*,8800,0,0,0
21465,21465,7442001009,14,14,0,0,20100324,305313,0,ÿ,ÿ,0,0,0,0,0,0,SFI BRIDGEVIEW LLC,,,C/O MARK E PAPARELLA,,0,0,0,,,,0,,,F,20150721,0,180,,,STE 201,6033,GLASTONBURY BLVD,GLASTONBURY CT,LOT 2,,,,TR=3192 FOR DESC SEE ASSESSOR'S MAPS POR,,,,,LAOS,8800,0,0,0
21466,21466,7442001034,19,26,0,0,20140408,30,30,ÿ,ÿ,0,0,0,0,0,0,VOLUNTEERS OF AMERICA OF LOS,ANGELES LESSOR,NAVY VILLAGE VOA AFF HOUSING LSE,C/O MICHAEL SELTZ,,0,0,0,,,,0,,,F,20160112,0,1660,,,,22314,DUKE ST,ALEXANDRIA VA,MAPS POR OF LOT 226,,,,LACA MAP NO. 51 FOR DESC SEE ASSESSOR'S,,,,,LARD6,8800,0,0,0
22102,22102,8002021806,5925,27,0,0,20130509,5100,0,ÿ,ÿ,0,0,0,0,0,0,BNSF RAILWAY COMPANY,SBE 804-19-43Q PAR 40,,,,0,0,0,,,,0,,,F,20160503,0,2500,,,# AOB 3,76131,LOU MENK DR,FORT WORTH TX,PAR 40 POR OF LOT 4,,,,RO COLIMA LAND SHOWN AS SBE 804-19-43Q,,,,,SSM2*,8800,0,0,0
24778,24778,8707020801,7790,22,0,0,20081126,0,0,ÿ,ÿ,0,0,0,0,0,0,UNION PACIFIC RAILROAD CO,SBE PAR 19 MAP 843-19-20J,,,,0,0,0,,,,0,,,F,20140930,0,1700,,,10TH FL,68102,FARNAM ST,OMAHA NE,MAPS FOR OF SD RO,,,,RANCHO SAN JOSE FOR DESC SEE ASSESSOR'S,,,,,POO*,8800,0,0,0
24779,24779,8707020802,11190,22,0,0,20081126,0,0,ÿ,ÿ,0,0,0,0,0,0,UNION PACIFIC RAILROAD CO,SBE PAR 19 MAP 843-19-20J,,,,0,0,0,,,,0,,,F,20140930,0,1700,,,10TH FL,68102,FARNAM ST,OMAHA NE,POR OF LOT 3,,,,TR=4581 FOR DESC SEE ASSESSOR'S MAPS,,,,,POO*,8800,0,0,0
24785,24785,8708001039,12091,27,0,0,20091216,4526188,4556913,ÿ,ÿ,0,0,0,0,0,0,WINCO FOODS LLC,,,,D,20120531,0,90,,,,91766,RIO RANCHO RD,POMONA CA,E,0,0,0,,,,83705,PO BOX 5756,BOISE ID,AND 6 P M 278-23-28,,,,LOT 1 P M 270-7-11 AND POR OF LOTS 2,,,,,POC3SH,8800,2000,1996,110891
25140,25140,7412026006,14,26,0,0,20100810,20562967,0,ÿ,ÿ,0,0,0,0,0,0,RANCHO LPG HOLDINGS LLC,,,C/O LAND RECORDS,D,20001231,82,2110,,N,,90731,GAFFEY ST,LOS ANGELES CA,F,20101019,0,333,,,STE 1600,77002,CLAY ST,HOUSTON TX,,A,,,PARCEL MAP AS PER BK 52 PG 29 OF P M,"LAND DES IN DOC 5775, 6-14-74",,,,LAM3,880L,0,0,0
25342,25342,2538022020,13,03,0,0,19990106,176,0,ÿ,ÿ,0,0,0,0,0,0,CALMAT PROPERTIES CO,,,C/O FAS DEPT 1401-843,D,0,0,0,,,,0,,,E,0,0,0,,,,35238,PO BOX 385014,BIRMINGHAM AL,OF,15,,,*TR=10627*LOT COM AT INTERSECTION OF N,LINE OF P M 81-37-39 WITH E LINE OF LOT,15 TH N ON SD E LINE TO MOST N COR OF,SD LOT TH W AT R/A TO E LINE OF TUJUNGA,AVE (VAC) 30 FT TH S ON C/L OF SD VAC ST,LAPF,880V,0,0,0
26465,26465,3040015028,4670,A1,0,0,20100624,6212,0,ÿ,ÿ,0,0,0,0,0,0,ADG LLC,,,,B,0,0,0,,,,0,VAC/AVE R6/VIC 140TH STE,SUN VILLAGE CA,F,20110927,0,149,,,,81301,PINNACLE PL,DURANGO CO,TR=10292,8,13,,,,,,,LCA25*,880V,0,0,0
26494,26494,3049026010,4538,A1,0,0,20151202,6796,0,ÿ,ÿ,0,0,0,0,0,0,"SHAMOIL,FARBOD S",,,,B,0,0,0,,,,0,VAC/(DRT) VIC AVE V/87TH E,LITTLEROCK CA,F,20160315,0,812,,E,,85203,9TH PL,MESA AZ,FOR DESC SEE ASSESSOR'S MAPS,,,,,,,,,LCA210000*,880V,0,0,0
26495,26495,3049027029,4538,A1,0,0,20151202,13159,0,ÿ,ÿ,0,0,0,0,0,0,"SHAMOIL,FARBOD S",,,,B,0,0,0,,,,0,VAC/VIC PEARBLOSSOM HWY/82ND E,LITTLEROCK CA,F,20160315,0,812,,E,,85203,9TH PL,MESA AZ,FOR DESC SEE ASSESSOR'S MAPS,,,,,,,,,LCA210000*,880V,0,0,0
26496,26496,3049027030,4538,A1,0,0,20151202,36112,0,ÿ,ÿ,0,0,0,0,0,0,"SHAMOIL,FARBOD S",,,,B,0,0,0,,,,0,VAC/VIC PEARBLOSSOM HWY/82ND E,LITTLEROCK CA,F,20160315,0,812,,E,,85203,9TH PL,MESA AZ,FOR DESC SEE ASSESSOR'S MAPS,,,,,,,,,LCA210000*,880V,0,0,0
26497,26497,3049028022,4538,A1,0,0,20151202,48894,0,ÿ,ÿ,0,0,0,0,0,0,"SHAMOIL,FARBOD S",,,,B,0,0,0,,,,0,VAC/82ND E/VIC FORT TEJON RD,LITTLEROCK CA,F,20160315,0,812,,E,,85203,9TH PL,MESA AZ,FOR DESC SEE ASSESSOR'S MAPS,,,,,,,,,LCA210000*,880V,0,0,0
26849,26849,3307004049,3435,A1,0,0,19990913,2048,0,ÿ,ÿ,0,0,0,0,0,0,"SEABOURNE,TALURA L CO TR",SEABOURNE FAMILY TRUST,,,B,0,0,0,,,,0,VAC/AVE E4/VIC 91 STE,REDMAN CA,F,20130614,0,2063,,,,54115,SWANSTONE CIR,DE PERE WI,*TR=1181,20,10,,,,,,,LCA11*,880V,0,0,0
27066,27066,4006021034,6612,25,0,0,19730226,181,0,ÿ,ÿ,0,0,0,0,0,0,"KULIKOFF,JOHN",,,,D,0,0,0,,,,0,,,F,20060206,0,2777,,N,,85323,115TH DR,AVONDALE AZ,F RY R/W OF,517,,,HYDE PARK THAT PART LYING SE OF AT AND S,,,,,LAMR1,880V,0,0,0
27974,27974,6332003036,1079,27,0,0,20100102,8640,0,ÿ,ÿ,0,0,0,0,0,0,ENGINEERED POLYMER SOLUTIONS INC,,,C/O BRAZOS TAX GROUP LLP,,0,0,0,,,,0,,,F,20141111,0,930,,W,UNIT 303,76102,1ST ST,FORT WORTH TX,117,,,,RANCHO LAGUNA POR VAC ST AND POR OF LOT,,,,,CMM2*,880V,0,0,0
27975,27975,6332006816,12465,27,0,0,20010102,10000,0,ÿ,ÿ,0,0,0,0,0,0,BURLINGTON NORTHERN & S F RY CO,SBE 804-19-75H PAR 29,,,,0,0,0,,,,0,,,F,20020622,0,1700,,E,,60173,GOLF RD,SCHAUMBURG IL,804-19-75H PAR 29 POR OF LOT 99,,,,RANCHO LAGUNA THAT LAND SHOWN AS SBE,,,,,CMM2*,880V,0,0,0
27979,27979,6332014033,6519,27,0,0,20100102,1094,0,ÿ,ÿ,0,0,0,0,0,0,KTR CLA IV LLC,,,C/O KTR CAPITAL PARTNERS,,0,0,0,,,,0,,,F,20141111,0,300,,,STE 150,19428,BARR HARBOR DR,CONSHOHOCKEN PA,MAPS POR OF SD RO,,,,SAN ANTONIO RO FOR DESC SEE ASSESSOR'S,,,,,CMM2*,880V,0,0,0
28587,28587,8335013809,7754,27,0,0,19970709,0,0,,,0,0,0,0,0,0,M POWER COMM CORP,SBE 7724-19-1 PAR 4,,,,0,0,0,,,,0,,,F,20030606,0,3301,,N,,89129,BUFFALO DR,LAS VEGAS NV,POMONA LOT 4 BLK 6  9,,,,,,,,,,880V,0,0,0
28682,28682,8513002017,6208,28,0,0,19741230,54036,0,ÿ,ÿ,0,0,0,0,0,0,SERVICE CORP INTERNATIONAL,OF CALIF,,"LINDA,ENGLISH",D,0,0,0,,,,0,,,E,0,0,0,,,,77219,PO BOX 130548,HOUSTON TX,,F,,,*TR=STEWART AND MULFORD SUB 39.80 ACS,"PART OF LOT 6, SEC 35, RO AZUSA DE",DUARTE*LOT COM AT NE COR OF LOT E TH,SW ON SE LINE OF SD LOT AND SW PRO-,LONGATION THEREOF TO A PT S ON E LINE,MOM*,880V,0,0,0
29066,29066,8707019005,11190,23,0,0,20141007,1015250,0,ÿ,ÿ,0,0,0,0,0,0,PSIP CHI POMONA LLC,,,C/O ASSET MANAGER POMONA,,0,0,0,,,,0,,,F,20141028,0,3819,,,,75219,MAPLE AVE,DALLAS TX,"0612235,030303 POR OF LOT 2",,,,TR=4581 LAND DESC AS PAR 1 IN DOC,,,,,POM2*,880V,0,0,0
29237,29237,5548007017,200,23,0,0,20070829,312900,403885,ÿ,ÿ,0,0,0,0,0,0,OCEAN LEASING LP ET AL,,VIRGINIA GARDENS LLP,KERRY FAHEY,D,19970603,50,7060,,,RM   510,90028,HOLLYWOOD BLVD,LOS ANGELES CA,F,20150727,0,40,,W,FL 23,10019,57TH ST,NEW YORK NY,GOVT OF LEBANON OF LOTS 4 THRU 7,,,,HOLLYVISTA TR POR SHOWN AS POR OF LEASE,,,,,LAC4,8810,1971,1971,1475
29663,29663,7254027805,5500,26,0,0,20000102,155156,0,ÿ,ÿ,0,0,0,0,0,0,VERIZON CALIFORNIA INC,SBE 201-19-884 PAR 2,,C/O SBE 201-19-884 PAR 2,D,20040609,0,3980,,E,,90804,7TH AVENUE,LONG BEACH,E,0,0,0,,,,75015,PO BOX 152206,IRVING TX,LOTS 10 AND 11 BLK A,,,,SEVENTH STREET BOULEVARD TR S 50 FT OF,,,,,LBCO*,8824,2001,2001,15626
29681,29681,2322020901,13,03,0,0,19951018,837913,0,ÿ,ÿ,0,0,0,0,0,0,U S  POSTAL SERVICE,,,,D,20031214,62,6535,,,,91606,LANKERSHIM BLVD,LOS ANGELES CA,F,20100513,0,475,,,,20260,LENFANT PLAZA SW,WASHINGTON DC,M R 31-39-44 POR OF LOT 92,,,,,,,,,LAR3,8826,1975,1975,4464
29711,29711,8064054001,6906,28,0,0,19951227,2013812,2002586,ÿ,ÿ,0,0,0,0,0,0,PRICE REIT INC,,,KIMCO REALTY CORP,D,19940609,41,14901,,,,90638,ADELFA DR,LA MIRADA CA,F,20010919,0,3333,,,STE 100,11042,NEW HYDE PARK RD,NEW HYDE PARK NY,P M 233-80-85 LOT 4,,,,,,,,,LMC4*,8826,1969,1969,27076
29719,29719,8639003900,14187,23,0,0,19951018,275091,0,ÿ,ÿ,0,0,0,0,0,0,U S POSTAL SERVICE,,,,D,19990531,30,255,,S,,91740,GLENDORA AVE,GLENDORA CA,F,20100513,0,475,,,,20260,LENFANT PLAZA S W,WASHINGTON DC,TR=30539 LOT 1,,,,,,,,,GDC_RT66SP_TCMU,8826,1969,1969,28496
31136,31136,5711013008,7497,27,0,0,19930311,306511,134729,ÿ,ÿ,0,0,0,0,0,0,WELLS FARGO BANK TR,PALOHEIMO CHARITABLE TRUST,,C/O PDS TAX SERVICES,D,19950605,71,470,,W,,91103,WALNUT ST,PASADENA CA,E,0,0,0,,,,76094,PO BOX 13519,ARLINGTON TX,,1,,,FENYES TRACT   LOT COM AT INTERSECTION,OF S LINE OF WALNUT ST (PER CF 1601),WITH E LINE OF LOT 1 TH W ON SD S LINE,AND SW ON SE LINE OF ORANGE GROVE BLVD,TO N LINE OF LOT 2 TH E THEREON 227.01,PSC*,884L,0,0,0
32000,32000,4129028900,68,22,0,0,19670145,32708461,0,ÿ,ÿ,0,0,0,0,0,0,L A CITY,,,TRANS WORLD AIRLINES INC,D,19690404,50,10011,,,,90045,AIRPORT BLVD,LOS ANGELES CA,E,0,0,0,,,,64195,PO BOX 20007,KANSAS CITY MO,,3S,14,,*TR=RANCHO SAUSAL REDONDO*LOT (EX OF ST),BD N BY CENTURY BLVD E BY A T AND S F,RY R/W S BY IMPERIAL HWY W BY SEPULVEDA,BLVD*POR OF LOT 38 IN,,LALAX,8862,1984,1984,59036
